"cowcode","month","year","eventid","country","INI_IGRP1","TAR_IGRP1","VIC_IGRP1","INI_SGRP1","TAR_SGRP1","VIC_SGRP1","INI_PGRP1","TAR_PGRP1","VIC_PGRP1","KNOW_INI","AMBIG_INI","INI_TYPE","NGOV_I1","GOV_I1","TAR_TYPE","HUMAN_T1","GOV_T1","G_LVL_I","G_LVL_T","G_LVL_V","HUMAN_V1","GOV_V1","VIC_TYPE","DATE_TYP","day","JUL_PSD","JUL_PED","JUL_EED","JUL_LED","JUL_START_DATE","JUL_END_DATE","DAY_SPAN","N_INJURD","TAR_GPOL","GP_TYPE","aid","PUB_MON","PUB_DATE","PUB_YEAR","recap","NEWS_SOURCE","CODE_YEAR","CODE_MONTH","CODE_DAY","event","posthoc","EV_TYPE","linked","LINK_TYPE","FROM_EID","TO_EID","pinpoint","GP3","GP4","GP7","GP8","LOC_TYPE","PE_TYPE","SYM_TYPE","AD_VIOL","AD_TACT","EXP_TYPE","ATK_TYPE","DSA_TYPE","STAT_ACT","N_OF_INI_P","N_OF_INI_A","WEAP_GRD","N_KILLED_P","N_KILLED_A","E_LENGTH","N_INJURD_D","DAM_PROP","arrests","PER_ATK_I","PER_ATK_E","PUB_ORDER","retribution","POL_EXPRESS","INTANG_REP","MASS_EXPRESS","POL_VIOL","STAT_VIOL","ST_REPRESS","AMBIG_WGT","SC_ANIMOSITY","ANTI_GOV_SENTMNTS","CLASS_CONFLICT","POL_DESIRES","RETAIN_POWER","ECO_SCARCITY","PERS_SECURITY","QUASI_EVENT","coup","COUP_FAILED","region","ctry_bias","victim_effect","weapon","property_damaged","property_owner","state","city"
2,9,1974,"EID83548","United States",".",".",".",".",".",".",".",".",".",1,0,1,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,19,10854,10854,NA,NA,10854,10854,1,0,0,NA,21897016,9,20,1974,0,"NYT",2009,11,21,1,0,1,0,NA,"","",3,"UNITED STATES","BROWNSVILLE",40.66090012,-73.92009735,2,1,NA,0,17,1,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","Brooklyn"
2,9,1974,"EID87364","United States",".",".",".","Hispanic",".",".",".",".",".",1,0,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10836,10837,NA,NA,10836,10837,2,0,0,NA,22029012,2,27,1975,0,"NYT",2009,12,10,1,0,1,1,1,"EID87364","EID87367",3,"UNITED STATES","NEWARK",43.04669952,-77.09529877,21,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,2,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","Newark"
2,10,1974,"EID127499","United States",".",".",".","Puerto Rican",".",".",".",".",".",1,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,27,10892,10892,NA,NA,10892,10892,1,0,0,NA,22028527,3,3,1975,0,"NYT",2010,4,3,1,0,1,0,NA,"","",3,"UNITED STATES","NEW JERSEY",40.31399918,-74.5089035,19,7,NA,0,17,4,NA,NA,NA,20000,20000,1,0,0,1,0,0,0,0,0,0,0,NA,NA,2.5,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New Jersey","Cranbury Township"
2,10,1974,"EID213552","United States",".",".",".",".",".",".",".",".",".",1,0,1,16,NA,1,37,20,NA,NA,NA,37,20,NA,1,16,10881,10881,NA,NA,10881,10881,1,0,0,NA,21891414,10,17,1974,0,"NYT",2010,12,1,1,0,1,0,NA,"","",3,"UNITED STATES","TRENTON",40.18330002,-101.0130005,18,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Nebraska","Trenton"
2,10,1974,"EID214089","United States",".",".",".","White",".",".",".",".",".",1,0,1,10,NA,1,2,NA,NA,NA,NA,2,NA,NA,1,14,10879,10879,NA,NA,10879,10879,1,0,0,NA,21892061,10,15,1974,0,"NYT",2010,12,3,1,0,1,0,NA,"","",3,"UNITED STATES","BOSTON",42.35839844,-71.05979919,2,7,NA,0,17,4,NA,NA,NA,2750,2750,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID214090","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,37,18,NA,3,3,37,18,NA,1,14,10879,10879,NA,NA,10879,10879,1,0,0,NA,21892061,10,15,1974,0,"NYT",2010,12,3,1,0,1,0,NA,"","",3,"UNITED STATES","BOSTON",42.35839844,-71.05979919,2,7,NA,0,17,4,NA,NA,NA,300,300,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID300938","United States",".",".",".","African Descent",".",".",".",".",".",1,0,1,1,NA,1,37,20,NA,3,3,37,20,NA,1,4,10869,10869,NA,NA,10869,10869,1,0,0,NA,21893729,10,8,1974,0,"NYT",2012,1,23,1,0,1,0,NA,"","",3,"UNITED STATES","SOUTH BOSTON",42.33340073,-71.04949951,2,7,NA,0,17,4,NA,NA,NA,6500,6500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.5,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID300940","United States",".",".",".","White",".",".",".",".",".",1,0,1,15,NA,1,37,17,NA,3,3,37,17,NA,1,4,10869,10869,NA,NA,10869,10869,1,0,0,NA,21893729,10,8,1974,0,"NYT",2012,1,23,1,0,1,0,NA,"","",3,"UNITED STATES","SOUTH BOSTON",42.33340073,-71.04949951,9,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID300941","United States",".",".",".",".","Catholic",".",".",".",".",1,0,1,5,NA,1,25,NA,NA,NA,NA,25,NA,NA,1,6,10871,10871,NA,NA,10871,10871,1,0,0,NA,21893729,10,8,1974,0,"NYT",2012,1,23,1,0,1,0,NA,"","",3,"UNITED STATES","SOUTH BOSTON",42.33340073,-71.04949951,9,7,NA,0,17,4,NA,NA,NA,325,325,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID300942","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,37,20,NA,3,3,37,20,NA,1,6,10871,10871,NA,NA,10871,10871,1,0,0,NA,21893729,10,8,1974,0,"NYT",2012,1,23,1,0,1,0,NA,"","",3,"UNITED STATES","SOUTH BOSTON",42.33340073,-71.04949951,2,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Boston"
2,10,1974,"EID306523","United States",".",".",".",".",".",".",".",".",".",1,0,1,20,NA,1,37,18,3,3,3,37,18,NA,1,21,10886,10886,NA,NA,10886,10886,1,0,0,NA,21890241,10,23,1974,0,"NYT",2012,2,24,1,0,1,0,NA,"","",3,"UNITED STATES","UNITED STATES",38,-97,27,1,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Kansas","Potwin"
2,10,1974,"EID307716","United States",".",".",".",".",".",".",".",".",".",1,0,1,16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,16,NA,NA,10874,10888,10874,10888,15,0,0,NA,21889946,10,24,1974,0,"NYT",2012,3,2,1,0,1,0,NA,"","",3,"UNITED STATES","LONG BRANCH",35.47769928,-77.91280365,18,8,NA,0,17,4,NA,NA,NA,300,300,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"North Carolina","Pikeville"
2,10,1974,"EID83363","United States",".",".",".",".",".",".",".",".",".",1,0,1,38,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,6,10846,10866,NA,NA,10846,10866,21,0,0,NA,2627094,10,1,1974,0,"NYT",2009,11,20,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,8,NA,0,17,4,NA,NA,NA,NA,3000,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,11,1974,"EID234746","United States",".",".",".",".",".",".",".",".",".",1,0,1,3,NA,1,25,NA,NA,NA,NA,25,NA,NA,1,5,10901,10901,NA,NA,10901,10901,1,0,0,NA,21889193,11,6,1974,0,"NYT",2011,2,21,1,0,1,0,NA,"","",3,"UNITED STATES","BOSTON",42.35839844,-71.05979919,16,9,5,0,17,2,NA,NA,NA,77,77,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Boston"
2,11,1974,"EID271005","United States",".",".",".",".",".",".",".",".",".",1,0,1,3,NA,1,36,NA,NA,NA,NA,36,NA,NA,2,19,10908,10922,NA,NA,10908,10922,15,0,0,NA,24765396,11,27,1974,0,"WSJ",2011,7,30,1,0,1,0,NA,"","",1,"UNITED STATES","UNITED STATES",38,-97,27,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Kansas","Potwin"
2,11,1974,"EID303927","United States",".",".",".","Jewish",".",".",".","Palestine Liberation Organization",".",1,0,1,1,NA,1,21,NA,NA,NA,NA,21,NA,NA,1,13,10909,10909,NA,NA,10909,10909,1,0,0,NA,24762374,11,14,1974,1,"WSJ",2012,2,8,0,0,1,1,0,"EID303927","EID303929",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,7,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1.299999952,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,5,1,1,1,NA,NA,"New York","New York"
2,11,1974,"EID303929","United States",".",".",".","Jewish",".",".",".","Palestine Liberation Organization",".",1,0,1,1,NA,1,21,NA,NA,NA,NA,21,NA,NA,1,13,10909,10909,NA,NA,10909,10909,1,0,0,NA,24762374,11,14,1974,1,"WSJ",2012,2,8,0,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,7,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1.299999952,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,5,1,1,1,NA,NA,"New York","New York"
2,11,1974,"EID303930","United States","Jewish Defense League",".",".",".",".",".",".","Palestine Liberation Organization",".",1,0,1,32,NA,1,21,NA,NA,NA,NA,21,NA,NA,3,10,NA,NA,10902,10909,10902,10909,8,0,0,NA,24762374,11,14,1974,0,"WSJ",2012,2,8,1,0,1,1,1,"EID303930","EID303925",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,1,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,11,1974,"EID303931","United States",".",".",".","Arab",".",".",".","Palestine Liberation Organization",".",1,0,1,1,NA,1,21,NA,NA,NA,NA,21,NA,NA,1,13,10909,10909,NA,NA,10909,10909,1,0,0,NA,24762374,11,14,1974,0,"WSJ",2012,2,8,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,7,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,11,1974,"EID315040","United States",".",".",".",".",".",".",".",".",".",1,0,1,16,NA,1,37,20,NA,2,2,37,20,NA,2,23,10914,10924,NA,NA,10914,10924,11,0,0,NA,21882204,12,3,1974,0,"NYT",2012,4,19,1,0,1,0,NA,"","",3,"UNITED STATES","NEW JERSEY",40.31399918,-74.5089035,18,8,NA,0,17,4,NA,NA,NA,2000,2000,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1.100000024,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"New Jersey","Cranbury Township"
2,1,1975,"EID104968","United States",".",".",".","African",".",".",".",".",".",1,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,23,10980,10980,NA,NA,10980,10980,1,0,0,NA,22019002,8,29,1975,0,"NYT",2010,2,3,1,0,1,0,NA,"","",3,"UNITED STATES","ROSEDALE",40.89089966,-73.79350281,2,3,NA,0,17,1,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New Rochelle"
2,1,1975,"EID201020","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,2,37,3,NA,2,2,37,3,NA,1,12,10969,10969,NA,NA,10969,10969,1,0,0,NA,21997001,1,13,1975,0,"NYT",2010,10,23,1,0,1,0,NA,"","",1,"united states","Shawano",44.78219986,-88.60900116,15,7,NA,0,17,4,NA,NA,NA,NA,100,1,0,0,1,0,0,0,0,0,1,0,NA,NA,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,10,"Wisconsin","Shawano"
2,1,1975,"EID290898","United States",".",".",".",".",".",".",".",".",".",1,0,1,18,NA,1,37,20,NA,3,3,37,20,NA,1,31,10988,10988,NA,NA,10988,10988,1,0,0,NA,21974062,3,2,1975,0,"NYT",2011,11,18,1,0,1,0,NA,"","",3,"UNITED STATES","WHITE HOUSE",38.89509964,-77.03639984,21,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,1,1975,"EID339652","United States",".",".",".","Catholic",".",".",".",".",".",1,0,1,25,NA,1,5,NA,NA,NA,NA,5,NA,NA,1,30,10987,10987,NA,NA,10987,10987,1,0,0,NA,21962677,2,1,1975,0,"NYT",2012,8,31,1,0,1,0,NA,"","",3,"UNITED STATES","SHAWANO",44.78219986,-88.60900116,2,1,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Wisconsin","Shawano"
2,2,1975,"EID51294","United States",".",".",".","White","American Indian",".",".",".",".",1,0,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,2,10990,10990,NA,NA,10990,10990,1,0,0,NA,21962038,2,3,1975,0,"NYT",2009,6,26,1,0,1,0,NA,"","",3,"UNITED STATES","WISCONSIN",44.25630188,-89.6384964,2,NA,NA,0,10,NA,NA,NA,NA,60,60,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Wisconsin","Bancroft"
2,3,1975,"EID185764","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,1,36,NA,NA,NA,NA,36,NA,NA,4,15,NA,NA,10998,11035,10998,11035,38,0,0,NA,22008128,3,20,1975,0,"NYT",2010,8,24,1,0,1,1,0,"EID185764","EID185765",3,"UNITED STATES","CAPE CANAVERAL",28.40579987,-80.60479736,14,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,4,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Florida","Port Canaveral"
2,3,1975,"EID185765","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,1,36,NA,NA,NA,NA,36,NA,NA,4,15,NA,NA,10998,11035,10998,11035,38,0,0,NA,22008128,3,20,1975,0,"NYT",2010,8,24,1,0,1,1,1,"EID185765","EID185767",3,"UNITED STATES","CALIFORNIA",36.16999817,-119.7460022,14,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,4,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"California","Stratford"
2,3,1975,"EID185766","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,1,36,NA,NA,NA,NA,36,NA,NA,4,15,NA,NA,10998,11035,10998,11035,38,0,0,NA,22008128,3,20,1975,0,"NYT",2010,8,24,1,0,1,0,NA,"","",3,"United States","missouri",38.46229935,-92.30200195,14,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,4,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Missouri","Jefferson City"
2,3,1975,"EID191536","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,2,36,NA,NA,NA,NA,36,NA,NA,4,27,NA,NA,11039,11047,11039,11047,9,0,0,NA,22006486,4,1,1975,1,"NYT",2010,9,21,0,0,1,0,NA,"","",3,"UNITED STATES","NORTON",36.9333992,-82.6289978,14,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,5,1,1,1,NA,6,"Virginia","Norton"
2,3,1975,"EID290894","United States",".",".",".",".",".",".",".",".",".",1,0,1,21,NA,1,37,20,NA,3,3,37,20,NA,1,1,11017,11017,NA,NA,11017,11017,1,0,0,NA,21974062,3,2,1975,0,"NYT",2011,11,18,1,0,1,1,1,"EID290894","EID290895",3,"UNITED STATES","WHITE HOUSE",38.89509964,-77.03639984,21,9,1,0,17,2,NA,NA,NA,62,62,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,3,1975,"EID290896","United States",".",".",".",".",".",".",".",".",".",1,0,1,21,NA,1,37,20,NA,3,3,37,20,NA,1,1,11017,11017,NA,NA,11017,11017,1,0,0,NA,21974062,3,2,1975,0,"NYT",2011,11,18,1,0,1,1,0,"EID290896","EID290894",3,"UNITED STATES","WHITE HOUSE",38.89509964,-77.03639984,21,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,3,1975,"EID290897","United States",".",".",".",".",".",".",".",".",".",1,0,1,21,NA,1,37,20,NA,3,3,37,20,NA,1,1,11017,11017,NA,NA,11017,11017,1,0,0,NA,21974062,3,2,1975,0,"NYT",2011,11,18,1,0,1,1,0,"EID290897","EID290896",3,"UNITED STATES","WHITE HOUSE",38.89509964,-77.03639984,21,1,NA,0,17,1,NA,NA,NA,1500,1500,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,3,1975,"EID290899","United States",".",".",".",".",".",".",".",".",".",1,0,1,18,NA,1,37,20,NA,3,3,37,20,NA,1,1,11017,11017,NA,NA,11017,11017,1,0,0,NA,21974062,3,2,1975,0,"NYT",2011,11,18,1,0,1,1,0,"EID290899","EID290896",3,"UNITED STATES","WHITE HOUSE",38.89509964,-77.03639984,21,5,NA,0,17,1,NA,NA,NA,1500,1500,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,3,1975,"EID345807","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,1,37,11,NA,3,3,37,11,NA,1,17,11033,11033,NA,NA,11033,11033,1,0,0,NA,22007870,3,21,1975,0,"NYT",2012,10,29,1,0,1,1,1,"EID345807","EID345809",3,"UNITED STATES","COLUMBIA UNIVERSITY",40.80899811,-73.96130371,18,11,NA,0,17,1,NA,NA,NA,6,6,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,3,1975,"EID345810","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,20,11036,11036,NA,NA,11036,11036,1,0,0,NA,22007870,3,21,1975,0,"NYT",2012,10,29,1,1,1,0,NA,"","",3,"UNITED STATES","COLUMBIA UNIVERSITY",40.80899811,-73.96130371,18,9,1,0,17,2,NA,NA,NA,15,15,1,0,0,1,0,0,0,0,0,0,1,2.799999952,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,1,"New York","New York"
2,4,1975,"EID155133","United States",".",".",".","Vietnamese",".",".",".",".",".",1,0,1,9,NA,1,37,20,NA,3,3,37,20,NA,1,11,11058,11058,NA,NA,11058,11058,1,0,0,NA,2292369,4,12,1975,0,"NYT",2010,6,8,1,0,1,0,NA,"","",3,"UNITED STATES","WASHINGTON",38.89509964,-77.03639984,21,9,2,0,17,2,NA,NA,NA,600,600,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"District of Columbia","Washington"
2,4,1975,"EID191715","United States",".",".",".",".",".",".",".",".",".",1,0,1,24,NA,1,37,7,NA,1,1,37,7,NA,4,30,NA,NA,11077,11077,11077,11077,1,0,0,NA,21988062,5,1,1975,1,"NYT",2010,9,22,0,0,1,0,NA,"","",3,"united states","Brooklyn",42.34420013,-75.17040253,18,9,14,0,17,2,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,0,0,5,1,1,1,NA,NA,"New York","Franklin"
2,4,1975,"EID223518","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,1,16,NA,NA,NA,NA,16,NA,NA,4,20,NA,NA,11065,11069,11065,11069,5,0,0,NA,21968253,4,23,1975,0,"NYT",2011,1,3,1,0,1,0,NA,"","",3,"UNITED STATES","RHODE ISLAND",41.67720032,-71.51010132,18,9,3,0,17,2,NA,NA,NA,NA,7,1,0,0,2,0,0,0,0,0,0,0,2.5,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Rhode Island","West Warwick"
2,4,1975,"EID237474","United States",".",".",".",".",".",".",".",".",".",1,0,1,39,NA,1,38,NA,NA,NA,NA,38,NA,NA,4,11,NA,NA,11048,11068,11048,11068,21,0,0,NA,21958091,4,22,1975,0,"NYT",2011,3,1,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",42.14970016,-74.93840027,2,7,NA,0,17,4,NA,NA,NA,NA,1250,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1.100000024,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,5,1,13,1,NA,NA,"New York","Hamden"
2,4,1975,"EID250173","United States",".",".",".","White",".",".",".",".",".",1,0,1,5,NA,1,37,18,NA,3,3,37,18,NA,1,6,11053,11053,NA,NA,11053,11053,1,0,0,NA,21966537,4,7,1975,0,"NYT",2011,4,2,1,0,1,1,0,"EID250173","EID250174",3,"UNITED STATES","QUINCY",42.25289917,-71.00229645,18,7,NA,0,7,4,NA,NA,NA,300,300,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Quincy"
2,4,1975,"EID250174","United States",".",".",".","White",".",".",".",".",".",1,0,1,5,NA,1,37,18,NA,3,3,37,18,NA,1,6,11053,11053,NA,NA,11053,11053,1,0,0,NA,21966537,4,7,1975,0,"NYT",2011,4,2,1,0,1,0,NA,"","",3,"UNITED STATES","QUINCY",42.25289917,-71.00229645,18,5,NA,0,7,1,NA,NA,NA,300,300,1,0,0,1,0,0,0,0,0,0,1,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,2,1,NA,NA,"Massachusetts","Quincy"
2,4,1975,"EID304244","United States",".",".",".",".",".",".",".",".",".",1,0,1,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,7,11054,11054,NA,NA,11054,11054,1,0,0,NA,22005711,4,8,1975,0,"NYT",2012,2,10,1,0,1,0,NA,"","",3,"UNITED STATES","DALLAS",32.78310013,-96.80670166,2,4,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Texas","Dallas"
2,4,1975,"EID81644","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,1,38,NA,NA,NA,NA,38,NA,NA,1,29,11076,11076,NA,NA,11076,11076,1,0,0,NA,21987857,5,2,1975,0,"NYT",2009,11,9,1,0,1,0,NA,"","",1,"UNITED STATES","MASSACHUSETTS",42.23730087,-71.53140259,18,9,1,0,17,2,NA,NA,NA,NA,7,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Massachusetts","Hopkinton"
2,5,1975,"EID227075","United States",".",".",".","Chinese",".",".","The Chinese Benevolent Association",".",".",1,0,1,2,NA,1,37,20,NA,1,1,37,20,NA,3,16,NA,NA,11078,11108,11078,11108,31,0,0,NA,23580327,6,22,1997,0,"NYT",2011,1,15,1,0,1,0,NA,"","",3,"UNITED STATES","CHINATOWN",40.71649933,-73.99629974,2,7,NA,0,17,4,NA,NA,NA,25000,25000,1,0,0,1,0,0,0,0,0,0,0,NA,NA,2.799999952,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,0,5,1,13,1,NA,NA,"New York","New York"
2,5,1975,"EID250756","United States",".",".",".",".",".",".",".",".",".",1,0,1,18,NA,1,36,NA,NA,NA,NA,36,NA,NA,2,16,11092,11093,NA,NA,11092,11093,2,0,0,NA,21984706,5,20,1975,1,"NYT",2011,4,5,0,0,1,1,1,"EID250756","EID250757",3,"UNITED STATES","UNITED STATES",38,-97,2,7,NA,0,17,4,NA,NA,NA,60,60,2,0,0,2,0,0,0,0,0,0,0,NA,NA,4.699999809,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,5,1,13,7,NA,NA,"Kansas","Potwin"
